image_path,label,class_name,width,height,file_size,is_valid,error,file_hash,perceptual_hash
dataset/algal_spot/20211226_100944.jpg,0,algal_spot,256,256,4417,True,,1c82147ebfe1b625bf16a8cb56cb925c6492625cffcb392671a45a046afb0e93,e0ca71f0e0f03eff
dataset/algal_spot/20211226_101013.jpg,0,algal_spot,256,256,5004,True,,39813f8ae3e1b699f3f456db3d01b41a69fd22875f63cbbb98a6453f3bb8d0af,f033d8ece0e13ff5
dataset/algal_spot/20211226_101036.jpg,0,algal_spot,256,256,5029,True,,4c0fc404fb0e0317ca7729aa1ac6009aea9d65b003fc05ec7d5f510bd58ab989,380ff0f0fcf0f9ff
dataset/algal_spot/20211226_101104.jpg,0,algal_spot,256,256,4510,True,,abff96a7a377376bb221a22022e31be0db65d2224247f9a3fd21c7852fb4e795,b81f71e0dce037df
dataset/algal_spot/20211226_101153.jpg,0,algal_spot,256,256,4835,True,,bc61eacdae4da24e1310fb4704555de737746d9ff978460398ebd066d70fa34d,78a8b0f0eef83bff
dataset/algal_spot/20211226_101224.jpg,0,algal_spot,256,256,4954,True,,94876cef94aec987990d02615a1b6942aad8c02e60af5143a7ebfb5f0455fe07,3030727060707070
dataset/algal_spot/20211226_101342.jpg,0,algal_spot,256,256,6334,True,,0dcaf08d0578434ca1115a2f9a06dd09b40c19301e10b813a1aebe979525ca0a,0007f0ccdcf07117
dataset/algal_spot/20211226_101415.jpg,0,algal_spot,256,256,4787,True,,89ecdcf77f8fec82741c2f08359ffd87f8f401cedd598168f7f24e45f32b6613,6c8f7cfcfcf43fff
dataset/algal_spot/20211226_101553.jpg,0,algal_spot,256,256,5697,True,,ca883560cf88894222dc07412c42b7c1894aecf6f7726abe17127e9e8d663cba,1b0f71f0f4f07bef
dataset/algal_spot/20211226_101708.jpg,0,algal_spot,256,256,5264,True,,16f1f99a3be81b741df482d5ad37ff3e393f5a4219f97abf7d6dc226f94e904c,a019f8f6f0f81fff
dataset/algal_spot/20211226_101742.jpg,0,algal_spot,256,256,5303,True,,20c3deafd7f952ebd16e14570892d01ea5ad4bfe3bab06b20333a9eff652bc6c,599de0e0fcf8bdff
dataset/algal_spot/20211226_102108.jpg,0,algal_spot,256,256,4591,True,,1ef60268f5afb84a782d2416fcbb56c140eeb78f16f5a81507455b37c03b4762,d08e70e8fc70c7ff
dataset/algal_spot/20211226_102149.jpg,0,algal_spot,256,256,6921,True,,eff6243eae99b0380aef8a9f8ce1a493444349938c80593d218a98b2e17d336d,0731f0e6fee8691f
dataset/algal_spot/20211226_102226.jpg,0,algal_spot,256,256,5035,True,,4edb4270e47cbc6956926782b4e85f08d58a67bc9660ff4cfdbb6cbd332a0753,f63fe0e8fcf01ff7
dataset/algal_spot/20211226_102316.jpg,0,algal_spot,256,256,5014,True,,9d4fe8c936b4b9bfc3b7d8d27ac61361afa83883311a5d342f9ec2e3b5a35c42,e99ff0f8eef8bfff
dataset/algal_spot/20211226_102341.jpg,0,algal_spot,256,256,4802,True,,ce6cb3f8ae23cd0de093cfa43b439695822b2b43098ed68a38d23d638f9c228f,bb0ff0f8fcf83fff
dataset/algal_spot/20211226_102406.jpg,0,algal_spot,256,256,5247,True,,a03a9f1d900cde045055aa1f76e1bf3aff107f180975c3b44188577905fe426c,fe9ef8f8dffc78ff
dataset/algal_spot/20211226_102452.jpg,0,algal_spot,256,256,4442,True,,6707e659a6841b8e92b58bab684b39dcf73f33c3b6e1df11558e69aad353f137,fe8f71f8f8f89fff
dataset/algal_spot/20211226_102517.jpg,0,algal_spot,256,256,4604,True,,0e2f56e2a643465f9919d34f82f13bf59c4859a2c42c9d14a41999709b66896d,e49e71f0fcf079ff
dataset/algal_spot/20211226_102544.jpg,0,algal_spot,256,256,6815,True,,e4afde27993b3802bb5e2edf2ff8c254f6813dc422adaa198039d071754932d0,0631f8febef8710f
dataset/algal_spot/20211226_102606.jpg,0,algal_spot,256,256,5892,True,,4b285b178f6c72ca641ab00e426a8b594f02b31f73dad2660729a27bf399c2f8,e831f8ece8f09fff
dataset/algal_spot/20211226_102721.jpg,0,algal_spot,256,256,6809,True,,c7e2fbd77492a88358e692e7c73d5f1d1f2eaef9e44bbf949a50215673f86276,0c33f0f89ce0730f
dataset/algal_spot/20211226_102739.jpg,0,algal_spot,256,256,6382,True,,7bbdfed68e3cf99cd6eed75faed964bbc7b770a6c9accddeb5f09d1619de0e3c,001378fcdcf83107
dataset/algal_spot/20211226_102756.jpg,0,algal_spot,256,256,5088,True,,3137322b4f3ef9a820795fe44444a827d815b3cc17c11897f39f2dc8f08b55f4,fc9f78fcfc78dfff
dataset/algal_spot/20211226_102837.jpg,0,algal_spot,256,256,5735,True,,023335e8675d1ad1355f9b95096448a2dc87cce3a40b62fdc588cef9011e1ebe,581bf8fcfef879bf
dataset/algal_spot/20211226_102904.jpg,0,algal_spot,256,256,5227,True,,8691357161ad41f3069e19ef3bc993ba22e7f2420ea46f939221fdab784db026,fe3ff0f8fcf89fff
dataset/algal_spot/20211226_102949.jpg,0,algal_spot,256,256,5126,True,,404338eed7f92a581a9cb5bcff52fadc5fbeac5174b1047fa646f233a34dcf82,ec33e0ece0e11fff
dataset/algal_spot/20211226_103212.jpg,0,algal_spot,256,256,6323,True,,75d5ccd4e175d5fe3c710d36bf2b7877e301dd2d2ceedec5797a5725c5d7a4ad,4001f8fedef83903
dataset/algal_spot/20211226_103244.jpg,0,algal_spot,256,256,4693,True,,19cfca986498ba7b8dc9d7a5a93f6be20b19431fe1d74ae05859a090c3033044,f08ef0f0f0e11fff
dataset/algal_spot/20211226_103354.jpg,0,algal_spot,256,256,5485,True,,163d73ad62c65d2caabd7450feb11f70e87b0db3833dc1794f86a3c06d72153d,f88f70f8fcf033ff
dataset/algal_spot/20211226_103431.jpg,0,algal_spot,256,256,5024,True,,142f8950851d9d92578cc295fd8d53b2fe9e523495debd6d2529847944a837f5,fcdd70f0fc70bbff
dataset/algal_spot/20211226_103528.jpg,0,algal_spot,256,256,4998,True,,390afd930588064e5fbd993bde00e893a136a404874296c7e4cd94ac6f18618c,edb1f0fcfc70bf7f
dataset/algal_spot/20211226_103558.jpg,0,algal_spot,256,256,7968,True,,77bea9c6b50c3f1715760060687c604e38826b5be0d10faa79b24df3735bb4e8,8131f0fcbef8731f
dataset/algal_spot/20211226_103627.jpg,0,algal_spot,256,256,6178,True,,a2bab4c055be99c1cd416eaf01947d78295eb7edf1e921d5f22913121b83d6d1,f50ef1f0bcf0f17f
dataset/algal_spot/20211226_103655.jpg,0,algal_spot,256,256,5313,True,,f01c821adc09c9a350f77e30cf5262cb8787a3a2f291863d77531817abfb7257,fc1fe1d89ce067bf
dataset/algal_spot/20211226_103754.jpg,0,algal_spot,256,256,7795,True,,09622aa0fe599c96926753ff9ad30990699ca10d1e5e85bb3dc0253d9451f2dc,dc63e0fcfcf0f19f
dataset/algal_spot/20211226_103838.jpg,0,algal_spot,256,256,9108,True,,93adec19620d9a719e5e7f24635e52a1260194296a57c308f9aa2f4053b48a31,f08ef1f07efce127
dataset/algal_spot/20211227_101206.jpg,0,algal_spot,256,256,5622,True,,b8ffc1f898cdb508df6efd6debd4cc4b878113b2f2003768dcc21c9611b9891a,5f1f71f8dcf033df
dataset/algal_spot/20211227_101408.jpg,0,algal_spot,256,256,4423,True,,2c829fe781594287053bd9c567fcb44ba51447442bfaf3df309ca4ff2c4b2e9f,ddff38fcf8e1bfff
dataset/algal_spot/20211227_101515.jpg,0,algal_spot,256,256,4478,True,,2d565f6c00bf90ecae618aba33624b45628c7b9467618cebf25c306d87ac6696,fdcf3874fcf8ffff
dataset/algal_spot/20211227_101555.jpg,0,algal_spot,256,256,4182,True,,6c2f92b9a3514f835c0454ae650311dff45df2f76a412b2ec89a9e3d8043438b,7ece39f8fc78ffff
dataset/algal_spot/20211227_101632.jpg,0,algal_spot,256,256,4724,True,,44b078b1a493b15cae733aceb2c257034a0bf26aa0dbd2af8bc21ca5f51cef4d,ff8f78f8fc79dfff
dataset/algal_spot/20211227_101655.jpg,0,algal_spot,256,256,4394,True,,51945b1d5255670f4c8c8942b9727dc8df8c4f76c917e490812c9bcc60dd2806,fbfb3ff0fcf03fff
dataset/algal_spot/20211227_101738.jpg,0,algal_spot,256,256,4280,True,,ebab6a5221759c42217eddb0d20f29d74abf19e1888a505a075924f49890dfdc,f7f71bf8f073ffff
dataset/algal_spot/20211227_101943.jpg,0,algal_spot,256,256,5182,True,,8874e644c0715b3605ea071378f488ad5245975c8d0f2550611d9aa7adecc0c6,7dcf78fcdef87dff
dataset/algal_spot/20211227_102046.jpg,0,algal_spot,256,256,5345,True,,d95e0318ae3fa756f5fd3ffedd1c403c5994b884ff8d2736dac2bcb282830c11,dd73f0fcf8f17fff
dataset/algal_spot/20211227_102104.jpg,0,algal_spot,256,256,5832,True,,cd9b442e072121513791c37b51c11aeea10cbe20dbfa33d66a5766c7fd67770a,dd9f71f8dcf878ff
dataset/algal_spot/20211227_102127.jpg,0,algal_spot,256,256,5380,True,,19dcf4158cdb336e3dfbef84af21dce2f363e5540d6cd3a9c2aa21b584ff6a00,d38f71f8ccf879ff
dataset/algal_spot/20211227_102236.jpg,0,algal_spot,256,256,4481,True,,5ffb8c0c414c235b58958615bc722e869a4b4160c9ab3cabd30f9ab2542e71dc,be8e70f0f839ffff
