image_path,label,class_name,width,height,file_size,is_valid,is_small,is_exact_duplicate,is_phash_duplicate,blur_score,brightness_mean,contrast_std,is_blurry,is_too_dark,is_too_bright,is_low_contrast,is_low_quality,error,file_hash,phash
data/dataset/algal_spot/20211226_100944.jpg,0,algal_spot,256,256,4417,True,False,False,False,169.77711486793123,176.78404235839844,56.55108258271035,False,False,False,False,False,,1c82147ebfe1b625bf16a8cb56cb925c6492625cffcb392671a45a046afb0e93,fa81c13e6fc1b01e
data/dataset/algal_spot/20211226_101013.jpg,0,algal_spot,256,256,5004,True,False,False,False,220.85795517615043,175.78387451171875,65.46458616851343,False,False,False,False,False,,39813f8ae3e1b699f3f456db3d01b41a69fd22875f63cbbb98a6453f3bb8d0af,afaad0b02b4ab4ad
data/dataset/algal_spot/20211226_101036.jpg,0,algal_spot,256,256,5029,True,False,False,False,164.75975026353262,157.61595153808594,63.392019527015165,False,False,False,False,False,,4c0fc404fb0e0317ca7729aa1ac6009aea9d65b003fc05ec7d5f510bd58ab989,eb80d42e2af1e596
data/dataset/algal_spot/20211226_101104.jpg,0,algal_spot,256,256,4510,True,False,False,False,187.32582063763402,183.9709930419922,61.66459375584928,False,False,False,False,False,,abff96a7a377376bb221a22022e31be0db65d2224247f9a3fd21c7852fb4e795,fe80c12b2ff0b40f
data/dataset/algal_spot/20211226_101153.jpg,0,algal_spot,256,256,4835,True,False,False,False,135.46052366844378,153.17681884765625,61.429820766320184,False,False,False,False,False,,bc61eacdae4da24e1310fb4704555de737746d9ff978460398ebd066d70fa34d,ea81857a7aa1e19e
data/dataset/algal_spot/20211226_101224.jpg,0,algal_spot,256,256,4954,True,False,False,False,141.98951768502593,151.22891235351562,62.29924127069237,False,False,False,False,False,,94876cef94aec987990d02615a1b6942aad8c02e60af5143a7ebfb5f0455fe07,b2cfcbcccc648c32
data/dataset/algal_spot/20211226_101342.jpg,0,algal_spot,256,256,6334,True,False,False,False,333.5041140606627,146.45875549316406,70.25923704364509,False,False,False,False,False,,0dcaf08d0578434ca1115a2f9a06dd09b40c19301e10b813a1aebe979525ca0a,fb85807e5fa86095
data/dataset/algal_spot/20211226_101415.jpg,0,algal_spot,256,256,4787,True,False,False,False,148.3087446950376,155.57916259765625,61.35480377422584,False,False,False,False,False,,89ecdcf77f8fec82741c2f08359ffd87f8f401cedd598168f7f24e45f32b6613,faa1859c7ee0e00f
data/dataset/algal_spot/20211226_101452.jpg,0,algal_spot,256,256,4654,True,False,False,False,151.79153437819332,179.64234924316406,59.10844180157813,False,False,False,False,False,,eb0418d14c3ef65d2b29cb0194368f99915f91be974c63c8ac55e58128c8a03f,eba494d27a28e565
data/dataset/algal_spot/20211226_101553.jpg,0,algal_spot,256,256,5697,True,False,False,False,290.18258452415466,179.32962036132812,67.31809296146304,False,False,False,False,False,,ca883560cf88894222dc07412c42b7c1894aecf6f7726abe17127e9e8d663cba,eb94d06a3bb5e482
data/dataset/algal_spot/20211226_101615.jpg,0,algal_spot,256,256,4692,True,False,False,False,185.66115997731686,180.84786987304688,63.19274618103755,False,False,False,False,False,,accb8231ea3638ccd28a9cd1d92f966b6e8f9fa844ed0761267d95aafc141755,fa81953e6a81a55e
data/dataset/algal_spot/20211226_101708.jpg,0,algal_spot,256,256,5264,True,False,False,False,221.5662619525101,168.3450927734375,71.15684028624825,False,False,False,False,False,,16f1f99a3be81b741df482d5ad37ff3e393f5a4219f97abf7d6dc226f94e904c,ffaa80a05f1768e8
data/dataset/algal_spot/20211226_101742.jpg,0,algal_spot,256,256,5303,True,False,False,False,230.57273465185426,180.22103881835938,65.66420053521301,False,False,False,False,False,,20c3deafd7f952ebd16e14570892d01ea5ad4bfe3bab06b20333a9eff652bc6c,fa90856b7ab4e093
